id,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,realease_year,emotion_tag
3288,"Steady, As She Goes",The Raconteurs,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,215267,4,2006,
3289,Mind Resort,Jolly Jordan,0.752,0.57,1,-9.943,1,0.0524,0.0972,0.121,0.0919,0.655,89.988,132667,4,2022,
3290,You Say I'm in Love,Banes World,0.625,0.285,1,-16.686,0,0.0537,0.438,0.00279,0.192,0.357,140.02,176761,4,2017,
3291,Honestly I'm Disappointed,Kate Grahn,0.565,0.784,4,-4.673,0,0.048,0.0278,0,0.164,0.542,92.095,139680,4,2022,
3292,Rose Pink Cadillac - LARRY PINK THE HUMAN Remix,DOPE LEMON,0.608,0.659,8,-8.006,1,0.0315,0.604,0.000327,0.107,0.199,104.994,250161,4,2022,
3293,The Brightside,Lil Peep,0.646,0.641,3,-6.522,0,0.0425,0.0353,0,0.108,0.881,134.027,216041,4,2017,
3294,We Won,D-Block Europe,0.814,0.436,8,-10.403,1,0.107,0.124,0,0.0928,0.461,108.028,177046,4,2020,chill
3295,I Know The End,Phoebe Bridgers,0.323,0.323,1,-10.268,1,0.0351,0.33,0.0229,0.233,0.256,111.826,344693,4,2020,
3296,leave her,kid apollo,0.801,0.452,8,-7.871,1,0.0892,0.613,0.0145,0.0918,0.59,95.961,183335,4,2022,
3297,landscape,Cyan_95,0.829,0.177,4,-14.833,0,0.0844,0.845,0.846,0.0971,0.549,145.02,162207,4,2022,
3298,Mad World,Gary Jules,0.344,0.0585,3,-17.212,1,0.0373,0.976,0.000362,0.103,0.323,174.149,189507,4,2001,
3299,Colours,Astrocats,0.676,0.395,10,-10.7,1,0.213,0.941,0.925,0.0968,0.573,169.938,133765,4,2022,
3300,All Girls Are The Same,Juice WRLD,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4,2018,
3301,Dancing Feet (feat. DNCE),Kygo,0.75,0.797,0,-4.826,1,0.118,0.293,0,0.392,0.523,105.949,215203,4,2022,
3302,i hope ur miserable until ur dead,Nessa Barrett,0.706,0.544,2,-7.275,1,0.0306,0.0273,0,0.087,0.477,115.935,177583,4,2021,
3303,PMA,Dentist,0.841,0.306,11,-13.53,0,0.0696,0.344,0.919,0.108,0.478,144.077,133333,4,2022,
3304,Closer,Nine Inch Nails,0.547,0.714,10,-8.628,0,0.044,0.000242,0.636,0.122,0.541,89.996,373000,4,1994,angry
3305,Jugaste y Sufrí,Eslabon Armado,0.39,0.499,7,-7.778,1,0.0381,0.632,0.000497,0.115,0.34,200.156,275194,1,2020,
3306,Van Von Vinkelvoss,Fashion Allure,0.929,0.241,2,-9.063,0,0.0688,0.649,0.92,0.108,0.713,119.944,162000,4,2023,
3307,Find Out,Liv.e,0.353,0.693,6,-7.646,1,0.0401,0.167,0,0.509,0.329,67.909,148544,4,2023,
3308,omw,Adriel Rivera,0.784,0.403,6,-11.839,1,0.0421,0.28,0.00679,0.108,0.291,120.032,164380,4,2022,
3309,Firestarter,The Prodigy,0.534,0.946,11,-5.167,1,0.0793,0.00339,0.442,0.164,0.379,141.517,279800,4,1997,angry
3310,Lock and Load,Milkavelli,0.825,0.47,1,-5.509,1,0.136,0.274,0,0.0983,0.321,119.986,156000,4,2017,
3311,Hadouken,Chief Keef,0.635,0.93,0,-3.619,1,0.315,0.0787,0,0.337,0.483,160.007,252000,4,2021,
3312,Change,Alex G,0.667,0.314,9,-14.966,0,0.0479,0.961,0.78,0.108,0.322,92.384,124333,4,2012,
3313,I Need You To Hate Me,JC Stewart,0.637,0.589,9,-5.618,0,0.0352,0.0298,0,0.11,0.376,148.925,157447,4,2020,sad
3314,Cayendo (Side A - Acoustic),Frank Ocean,0.35,0.12,3,-11.104,0,0.0393,0.982,0.000289,0.103,0.121,68.995,202200,4,2020,
3315,Long Time Comin,Baby Money,0.779,0.626,4,-8.612,1,0.245,0.00219,0,0.375,0.291,89.967,160000,4,2022,
3316,Reconstruct (feat. Seafloor),Photay,0.51,0.508,6,-10.358,1,0.117,0.412,0.729,0.121,0.247,178.23,309188,4,2014,
3317,Bruises - Guitar Acoustic,Lewis Capaldi,0.745,0.308,3,-6.825,1,0.0498,0.806,0,0.106,0.344,100.073,226453,4,2019,
3318,8TEEN,Khalid,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600,4,2017,
3319,Miracle,A Day To Remember,0.463,0.917,7,-3.776,1,0.13,0.000266,1.80E-05,0.0872,0.369,160.028,243978,4,2022,
3320,Jubilee Line,Wilbur Soot,0.412,0.254,2,-14.713,1,0.0481,0.967,0.00408,0.105,0.217,149.899,186309,4,2020,
3321,Winds of Sahara,Béatrice Dupont,0.744,0.685,8,-9.007,1,0.0397,0.0163,0.881,0.0916,0.208,123.992,193548,4,2023,
3322,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,201160,4,2010,
3323,Pearls,MAS,0.82,0.415,0,-13.475,1,0.0491,0.68,0.876,0.105,0.576,145.008,152756,4,2022,chill
3324,I Don't Want You Back,AJ Mitchell,0.613,0.347,5,-6.486,1,0.034,0.591,0,0.0959,0.25,109.764,224144,4,2018,sad
3325,Virtual Insanity - Remastered,Jamiroquai,0.662,0.949,6,-4.758,1,0.108,0.128,0,0.135,0.516,91.954,229360,4,2006,
3326,do re mi,blackbear,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25E-06,0.123,0.17,111.002,212027,3,2017,
3327,Souvenir,boygenius,0.605,0.299,6,-11.192,0,0.0264,0.751,0.474,0.0943,0.181,109.008,212467,4,2018,
3328,When You're Gone,Avril Lavigne,0.457,0.719,4,-3.921,0,0.0323,0.191,0,0.228,0.168,142.034,240493,4,2007,
3329,Bad Religion,Frank Ocean,0.359,0.367,9,-7.684,1,0.0335,0.738,1.43E-06,0.0736,0.104,83.331,175453,4,2012,
3330,Virtue,Tohaj,0.687,0.537,5,-8.775,0,0.107,0.281,0.901,0.0926,0.26,172.012,161292,4,2022,
3331,Sir Duke,Stevie Wonder,0.588,0.568,6,-9.766,1,0.0672,0.16,0,0.0792,0.952,106.938,232760,4,1976,
3332,UFO,D-Block Europe,0.87,0.588,11,-6.318,0,0.163,0.105,0,0.281,0.614,100.071,204000,4,2020,
3333,Hate Me!,MASN,0.684,0.622,6,-6.523,1,0.117,0.66,0,0.107,0.335,142.05,154739,4,2020,sad
3334,Ophelia,The Lumineers,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4,2016,
3335,Favorite Liar,The Wrecks,0.64,0.722,9,-3.489,1,0.0351,0.0196,1.27E-05,0.128,0.317,119.916,242307,4,2017,
3336,trustfall,VELVETEARS,0.457,0.191,5,-16.911,1,0.0357,0.923,0.0223,0.143,0.454,141.999,209789,4,2022,chill
3337,Cleopatra,Nova Twins,0.557,0.95,7,-4.307,1,0.0729,0.0129,1.72E-05,0.0585,0.425,90.011,210200,4,2022,
3338,Ayo Girl (Fayahh Beat) [feat. Rema],Robinson,0.647,0.766,6,-4.803,1,0.0389,0.00702,0,0.096,0.55,95.016,165216,4,2022,
3339,Watermelon Sugar,Harry Styles,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000,4,2019,
3340,Flying,TAX VRKT,0.841,0.344,10,-7.021,1,0.261,0.714,0.91,0.103,0.278,81.017,133333,4,2023,
3341,Hot Dog,Limp Bizkit,0.6,0.938,1,-3.615,1,0.0701,0.00152,1.48E-05,0.369,0.597,101.183,230240,4,2000,
3342,Antagonist,Nova Twins,0.576,0.947,8,-4.473,1,0.0983,0.000646,3.40E-05,0.34,0.274,119.922,186173,4,2022,
3343,"Fuck tha Police - Live at the benefit concert for Mumia Abu Jamal, Washington, D.C. - August 1995",Rage Against The Machine,0.422,0.947,2,-4.028,1,0.491,0.00369,0,0.727,0.359,179.34,245467,4,2022,
3344,Time of Our Lives,Pitbull,0.721,0.802,1,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022,229360,4,2014,
3345,"Don't Freak Out (feat. iann dior, Tyson Ritter & Travis Barker)",Huddy,0.632,0.644,8,-2.526,1,0.0302,0.204,0,0.0962,0.369,97.054,156000,4,2021,
3346,SPIT IN MY FACE!,ThxSoMch,0.73,0.785,8,-6.512,1,0.0554,0.0464,0.0216,0.111,0.649,94.094,147875,4,2022,
3347,Medicine,Queen Naija,0.741,0.37,8,-8.437,0,0.324,0.24,0,0.118,0.13,116.06,219136,4,2018,happy
3348,Tres Hermanos,Hermanos Gutiérrez,0.631,0.459,0,-9.933,0,0.0349,0.974,0.934,0.146,0.542,94.604,201413,4,2022,
3349,Circles,Post Malone,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4,2019,happy
3350,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,0.435,0.887,9,-4.07,1,0.0636,0.000747,0,0.0327,0.408,199.935,212040,4,2007,
3351,Bow Down,I Prevail,0.426,0.959,0,-4.95,1,0.0525,5.36E-05,6.54E-06,0.707,0.372,155.01,242680,4,2019,
3352,Wonders,Hallie,0.786,0.176,4,-14.538,0,0.319,0.62,0.905,0.115,0.479,166.261,161928,4,2022,
3353,Bby,Overmono,0.561,0.601,2,-8.792,1,0.0432,0.0327,0.867,0.0697,0.0944,130.009,343342,4,2021,
3354,Two Weeks,Grizzly Bear,0.526,0.723,5,-5.59,1,0.0294,0.3,0.00698,0.058,0.744,159.685,246213,4,2009,
3355,Over Me - Slowed + Reverb Version,Meric,0.633,0.6,1,-9.529,0,0.0433,0.421,0.133,0.102,0.0483,115.55,249231,4,2022,
3356,RED EYES N BLUE SKIES,3ANGEL,0.688,0.307,9,-18.278,1,0.0939,0.527,0.000713,0.719,0.0388,141.987,153380,4,2023,
3357,Seventeen Going Under,Sam Fender,0.477,0.873,1,-4.946,1,0.0355,0.00471,0.00589,0.0813,0.611,161.948,302360,4,2021,
3358,Give It Up,KC & The Sunshine Band,0.862,0.624,3,-11.63,1,0.0565,0.0192,0.000153,0.0465,0.882,124.896,254240,4,2016,
3359,Heal,Tom Odell,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,193080,4,2013,sad
3360,I Don't Care (with Justin Bieber),Ed Sheeran,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,2019,
3361,Follow the maze,Calm Like Carl,0.795,0.281,7,-10.229,1,0.0565,0.0623,0.645,0.112,0.51,86.05,160110,4,2023,chill
3362,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,0.713,0.611,1,-5.993,0,0.0507,0.361,0,0.0803,0.173,97.936,221520,4,2022,sad
3363,Distractions,Timothy Infinite,0.476,0.41,8,-11.16,1,0.0822,0.844,0.895,0.0964,0.284,86.818,135552,4,2022,chill
3364,Overkill,Chillinit,0.873,0.793,10,-4.244,0,0.34,0.144,0,0.122,0.592,143.014,201332,4,2020,
3365,If I Were a Boy,Beyoncé,0.63,0.504,6,-6.152,1,0.0334,0.0953,0,0.308,0.487,89.946,249867,4,2008,
3366,"Footloose - From ""Footloose"" Soundtrack",Various Artists,0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,226827,4,1984,
3367,Otherside Of America,Meek Mill,0.73,0.772,5,-3.883,0,0.316,0.0878,0,0.401,0.403,147.053,218103,4,2020,
3368,FlyStyle,Fizzler Pressplay,0.9,0.762,2,-7.958,1,0.405,0.359,0,0.293,0.884,144.021,150651,4,2021,
3369,Prayer In C,Offmind,0.795,0.68,7,-7.39,0,0.0317,0.0401,4.85E-05,0.13,0.526,124.037,159204,4,2020,
3370,Bright Encounters,Duos On Mars,0.791,0.168,10,-13.549,0,0.0693,0.846,0.876,0.164,0.282,129.957,125538,4,2022,
3371,was it easy getting over me?,Gloria Kim,0.391,0.343,3,-7.984,0,0.0363,0.314,0,0.103,0.0636,123.27,196850,4,2023,
3372,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.666,0.83,0,-5.715,1,0.0751,0.0123,0,0.191,0.702,113.03,236002,4,2016,
3373,A Star Is Born,Alan Menken,0.681,0.833,0,-6.248,1,0.0847,0.382,5.59E-06,0.391,0.725,117.54,124200,4,1997,happy
3374,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,0.645,0.705,1,-5.008,1,0.299,0.000813,0,0.128,0.376,137.133,229670,4,2018,
3375,Hard (feat. Tay-K and BlocBoy JB),No Jumper,0.886,0.542,1,-5.424,1,0.338,0.113,0,0.151,0.314,83.519,138997,4,2018,
3376,Could've Been (feat. Bryson Tiller),H.E.R.,0.45,0.352,1,-11.733,0,0.267,0.649,3.80E-06,0.249,0.408,102.679,252747,4,2019,
3377,Sweet Escape,Lonely Night,0.603,0.518,7,-8.497,1,0.0468,0.0092,1.19E-05,0.12,0.249,124.009,173226,4,2022,
3378,Blame It on Me,George Ezra,0.537,0.757,3,-3.374,1,0.0274,0.473,0,0.341,0.421,103.882,196400,4,2014,
3379,Bombtrack,Rage Against The Machine,0.459,0.926,4,-3.415,1,0.155,0.0239,1.93E-05,0.183,0.569,151.534,243453,4,1992,
3380,Let Her Go,Passenger,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.244,74.897,252733,4,2013,
3381,The Other Lover (Little Dragon & Moses Sumney),Little Dragon,0.633,0.451,3,-9.66,1,0.133,0.75,0.0581,0.0995,0.475,162.112,244883,4,2020,
3382,Always Forever,Cults,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,223747,4,2013,
3383,city signs,rec.X,0.761,0.266,11,-14.216,0,0.0418,0.665,0.936,0.113,0.297,132.107,119579,4,2022,
3384,What You Know,Two Door Cinema Club,0.549,0.754,6,-4.011,0,0.0407,0.000675,6.24E-06,0.0912,0.828,139.052,189693,4,2010,happy
3385,Big Girls Don't Cry (Personal),Fergie,0.708,0.641,7,-4.296,1,0.0335,0.205,0,0.0945,0.253,113.082,268120,4,2006,
3386,Supercolor,Gold School,0.756,0.631,8,-9.512,0,0.0505,0.117,0.932,0.0809,0.938,154.003,108117,4,2022,
3387,My 19th Birthday,Dave,0.604,0.605,2,-7.489,0,0.465,0.474,0,0.379,0.383,94.405,538280,4,2017,
3388,"Call It Fate, Call It Karma",The Strokes,0.544,0.241,4,-14.779,0,0.03,0.983,0.774,0.101,0.359,109.437,204773,4,2013,
3389,transient beach,gnerf,0.714,0.507,0,-8.735,1,0.0475,0.552,0.84,0.177,0.336,73.992,147568,4,2022,
3390,Best Day Of My Life,American Authors,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,4,2014,
3391,Never Met!,ENCASSATOR,0.539,0.935,9,0.777,1,0.0589,2.08E-05,0.176,0.51,0.421,120.066,92005,4,2021,angry
3392,Romantic Homicide,d4vd,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,132631,4,2022,
3393,Reapers,Muse,0.421,0.892,7,-4.235,1,0.0564,3.33E-05,0.00331,0.141,0.398,95.866,359520,4,2015,angry
3394,Remind Me,Tom Grennan,0.599,0.831,11,-4.188,1,0.0439,0.0603,0,0.204,0.624,132.019,211167,4,2022,
3395,Tears of Change,Turnover,0.549,0.597,2,-9.024,0,0.0254,0.342,0.504,0.113,0.339,78.923,249544,4,2022,
3396,Primal,Murlo,0.612,0.482,10,-10.43,1,0.046,0.112,0.186,0.529,0.129,117.029,238600,4,2020,
3397,donut worry,Cherrygroove,0.735,0.337,5,-11.795,1,0.067,0.692,0.909,0.101,0.489,80.018,169799,4,2022,
3398,Wrist on Bop,A92,0.906,0.525,11,-11.993,0,0.534,0.362,0,0.0774,0.72,146.028,241611,4,2020,
3399,Erase/Replace,Foo Fighters,0.45,0.932,8,-2.966,1,0.0614,6.45E-05,4.44E-05,0.082,0.123,130.192,253133,4,2007,angry
3400,RUNNING,The Kid LAROI,0.438,0.585,8,-5.425,0,0.0908,0.377,0,0.13,0.313,100.834,135242,4,2020,chill
3401,Doing It Wrong,Drake,0.397,0.172,6,-15.698,0,0.0445,0.841,6.78E-05,0.108,0.123,101.275,265120,4,2011,chill
3402,"Daily Duppy, Pt. 1",Kwengface,0.87,0.755,6,-8.238,0,0.313,0.391,0,0.112,0.965,147.04,112000,4,2021,
3403,Smack a Bitch,Rico Nasty,0.703,0.7,2,-2.417,1,0.221,0.0055,0,0.115,0.34,169.861,138353,4,2018,angry
3404,"Welcome Home, Son",Radical Face,0.587,0.497,6,-10.757,1,0.0307,0.723,0.782,0.142,0.401,144.972,287634,3,2007,
3405,Hurt Somebody,Noah Kahan,0.638,0.51,1,-6.485,1,0.305,0.344,0,0.212,0.448,114.576,167107,4,2019,happy
3406,Jumping high feeling fly,Ohlos,0.709,0.331,7,-15.604,0,0.0828,0.799,0.827,0.117,0.345,80.01,126750,4,2022,chill
3407,Ordentlich,t-low,0.828,0.609,8,-7.474,1,0.282,0.14,0,0.0691,0.645,159.997,168004,4,2020,happy
3408,Love Won’t Change,J.I the Prince of N.Y,0.551,0.59,2,-9.441,1,0.394,0.129,0,0.0907,0.205,86.207,128052,4,2019,
3409,WASTE,Kxllswxtch,0.627,0.123,7,-14.411,1,0.0316,0.859,0.00105,0.149,0.11,131.883,120429,4,2021,
3410,Freak On a Leash,Korn,0.353,0.898,2,-5.877,1,0.052,2.23E-05,0.105,0.39,0.525,103.293,255733,4,1998,
3411,Chaos Calls,mindfreakkk,0.628,0.569,4,-9.735,1,0.0318,0.331,2.81E-05,0.2,0.589,135.975,236965,4,2022,
3412,One Day,Celestial Navigation,0.672,0.557,11,-8.414,0,0.031,0.352,6.26E-05,0.102,0.318,132.873,246825,4,2022,
3413,Lean On (feat. MØ & DJ Snake),Major Lazer,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4,2015,
3414,Fresh Juice,HoKø,0.733,0.353,10,-15.14,0,0.0676,0.639,0.747,0.112,0.201,84.994,180769,4,2022,
3415,Young Hearts Run Free,Candi Staton,0.653,0.652,7,-9.304,0,0.0427,0.13,1.58E-05,0.202,0.846,115.388,248360,4,1976,
3416,flame fluids,T.Check,0.638,0.476,11,-12.202,0,0.0835,0.804,0.799,0.147,0.535,80.031,150000,4,2023,
3417,Wake Up,Rage Against The Machine,0.411,0.893,7,-3.646,1,0.139,0.00563,0.00967,0.149,0.513,170.407,363853,4,1992,angry
3418,Josslyn,Olivia O'Brien,0.425,0.743,11,-5.54,0,0.148,0.012,0,0.709,0.344,84.748,189125,4,2020,
3419,happier,Olivia Rodrigo,0.395,0.443,6,-9.72,1,0.133,0.765,9.67E-06,0.0839,0.338,168.924,175933,3,2021,
3420,Hollow Lover,Montell Fish,0.286,0.0206,11,-30.39,1,0.0323,0.933,0.502,0.105,0.0809,74.591,187636,4,2022,
3421,House On Fire,Andi,0.819,0.339,1,-10.183,1,0.109,0.0312,0,0.33,0.223,134.846,193778,4,2021,
3422,You Oughta Know - 2015 Remaster,Alanis Morissette,0.665,0.834,4,-7.737,1,0.0576,0.21,0,0.452,0.411,105.292,249493,4,1995,angry
3423,GNF (OKOKOK),Polo G,0.753,0.659,8,-9.671,1,0.416,0.659,0,0.098,0.459,146.022,116256,4,2021,
3424,The Downfall of Us All,A Day To Remember,0.589,0.881,0,-4.62,1,0.0666,0.000256,0,0.327,0.709,129.95,209093,4,2009,
3425,Mean,CORA,0.68,0.535,4,-6.477,0,0.0343,0.272,4.40E-05,0.617,0.314,116.016,298725,4,2019,
3426,Crystals,Mike Oliver,0.745,0.374,10,-11.203,0,0.0564,0.397,0.905,0.105,0.636,79.999,127579,4,2022,
3427,Yellow Cab Conversations,PIÑA PINK,0.748,0.434,0,-5.843,0,0.0482,0.593,0.9,0.0974,0.389,84.012,209286,4,2022,
3428,Rings of Saturn,Alann8h,0.521,0.487,4,-8.501,1,0.0385,0.342,2.57E-05,0.538,0.108,150.072,173009,4,2021,
3429,Mirage,Alex Vaughn,0.724,0.454,6,-6.564,1,0.176,0.108,0,0.102,0.401,91.915,231616,4,2022,chill
3430,Excuse Me (feat. Unknown T),SL,0.808,0.694,1,-8.467,1,0.263,0.215,7.33E-05,0.374,0.776,145.987,189493,4,2020,
3431,Shake It,Metro Station,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09E-06,0.486,0.79,150.034,179947,4,2007,
3432,Supalonely,BENEE,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04E-05,0.123,0.817,128.977,223480,4,2019,
3433,Ride,Twenty One Pilots,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,214507,4,2015,
3434,Bisous,yamamay,0.906,0.498,6,-7.43,0,0.123,0.941,0.912,0.105,0.765,88.025,110769,4,2022,
3435,September,Sage Piper,0.805,0.495,8,-8.042,1,0.122,0.212,0.492,0.0831,0.191,89.986,106667,4,2022,
3436,Way 2 Sexy (with Future & Young Thug),Drake,0.803,0.597,11,-6.035,0,0.141,0.000619,4.50E-06,0.323,0.331,136.008,257605,4,2021,
3437,Give & Take,Wankelmut,0.847,0.667,4,-6.273,0,0.156,0.195,0,0.249,0.854,119.961,181000,4,2020,
3438,Japan,Wallice,0.451,0.176,1,-9.991,1,0.0312,0.728,0.000445,0.11,0.107,86.707,216299,4,2022,
3439,Lua,Bright Eyes,0.618,0.155,2,-17.031,1,0.0799,0.811,3.30E-05,0.077,0.305,105.325,271600,3,2005,
3440,bellyache,Billie Eilish,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,179172,4,2017,
3441,Move On - Bonus,Lil Tjay,0.31,0.722,7,-5.348,1,0.0813,0.287,0,0.345,0.349,86.693,177528,4,2020,
3442,The Drug In Me Is You,Falling In Reverse,0.548,0.855,3,-3.266,1,0.151,0.0149,0,0.127,0.644,145.133,218787,4,2011,
3443,WitDemDicks!,XXXTENTACION,0.746,0.828,11,-3.812,0,0.0697,0.0128,1.41E-05,0.14,0.184,135.093,72863,4,2015,
3444,Time Traveler,mennasa,0.694,0.514,11,-11.565,1,0.0737,0.905,0.897,0.108,0.275,79.994,181645,4,2023,
3445,TKN (feat. Travis Scott),ROSALÍA,0.776,0.509,0,-6.266,0,0.467,0.192,1.49E-06,0.115,0.485,94.634,129371,4,2020,
3446,We Are Young (feat. Janelle Monáe),fun.,0.378,0.638,10,-5.576,1,0.075,0.02,7.66E-05,0.0849,0.735,184.086,250627,4,2012,
3447,Foyer,Brief & Breezy,0.772,0.398,11,-9.663,0,0.0525,0.37,0.876,0.134,0.518,139.955,169693,1,2022,
3448,5AM,M Huncho,0.799,0.611,10,-8.216,0,0.223,0.484,0,0.0961,0.599,139.982,212507,4,2020,chill
3449,Deja Vu,J. Cole,0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063,264747,4,2016,
3450,Like I Can,Sam Smith,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17E-05,0.124,0.481,99.933,167066,4,2014,
3451,Radish Style,URCHN,0.729,0.61,5,-7.654,1,0.0614,0.695,0.903,0.106,0.0791,89.016,134831,4,2022,
3452,Burn The Hoods,Ski Mask The Slump God,0.871,0.715,3,-7.828,0,0.147,0.196,0,0.14,0.378,150.955,102960,4,2020,angry
3453,Moon Song,Phoebe Bridgers,0.339,0.243,1,-12.512,1,0.056,0.869,0.00369,0.107,0.183,154.909,277677,3,2020,
3454,Treasure,Bruno Mars,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24E-05,0.324,0.937,116.017,178560,4,2012,
3455,Break Your Little Heart,All Time Low,0.417,0.951,1,-3.006,1,0.0499,0.00295,0,0.335,0.643,147.944,171707,4,2009,
3456,I Can't Stop Drinking About You,Bebe Rexha,0.502,0.837,3,-4.731,0,0.0448,0.0444,0,0.101,0.362,144.108,216512,4,2014,
3457,Dark Red,Steve Lacy,0.603,0.783,6,-4.023,1,0.062,0.449,7.96E-06,0.119,0.775,172.041,173104,4,2017,
3458,Hotbox Freestyle,Uk Drill,0.767,0.667,10,-6.165,0,0.243,0.0963,0,0.294,0.811,145.924,232829,4,2021,
3459,Fingers Crossed,Lauren Spencer Smith,0.56,0.473,5,-7.23,1,0.0533,0.618,0,0.31,0.441,109.414,175345,4,2022,
3460,Friends of mine,Seame,0.842,0.263,4,-9.128,0,0.0958,0.911,0.938,0.113,0.212,90.027,117944,4,2023,
3461,Sir Duke,Stevie Wonder,0.597,0.577,6,-10.205,1,0.0957,0.109,0,0.143,0.946,106.781,231920,4,1982,
3462,Wings,Birdy,0.474,0.707,7,-4.534,1,0.0253,0.0831,0,0.162,0.224,83.235,252107,4,2013,happy
3463,Freak On a Leash,Korn,0.353,0.898,2,-5.877,1,0.052,2.23E-05,0.105,0.39,0.525,103.293,255733,4,1998,
3464,Pyramids,Otto Knows,0.692,0.845,7,-5.928,0,0.0543,0.0116,0.0639,0.35,0.158,123.014,232683,4,2022,
3465,Body - Acoustic,Jordan Suaste,0.509,0.211,7,-10.851,1,0.0422,0.843,0,0.0744,0.257,90.549,233321,4,2020,
3466,du bringst mich um,Laer Xirtam,0.534,0.68,6,-10.982,0,0.0383,0.0436,8.61E-05,0.0866,0.648,90.081,101333,4,2022,
3467,All I C Is U,Nate Traveller,0.445,0.212,0,-14.313,1,0.038,0.559,0.259,0.102,0.0939,119.772,160000,4,2020,
3468,Reaching Out (feat. Bow Anderson),Dillon Francis,0.783,0.746,0,-4.323,1,0.0538,0.0695,0,0.101,0.555,123.933,134584,4,2021,
3469,What the Fuck,RHODAMINE,0.541,0.85,0,-2.982,1,0.0517,0.168,0.627,0.127,0.271,122.761,100608,5,2019,
3470,Mirrors - Radio Edit,Justin Timberlake,0.578,0.6,8,-5.7,1,0.0455,0.144,0,0.426,0.646,76.999,277307,4,2013,
3471,Tip Toe,Freddie Dredd,0.532,0.757,1,-5.458,1,0.0848,0.0694,0.912,0.117,0.814,154.9,120627,4,2022,angry
3472,Tell Me Why I'm Waiting,Timmies,0.671,0.277,6,-11.185,0,0.0549,0.8,0.000325,0.0657,0.173,124.008,123891,4,2017,
3473,Chateau,Luca,0.526,0.478,5,-11.356,1,0.0419,0.462,0.00363,0.1,0.156,110.125,162545,4,2021,
3474,The House of Wolves,Bring Me The Horizon,0.425,0.98,8,-2.219,1,0.189,0.000104,1.46E-06,0.346,0.279,152,205160,4,2013,
3475,I'm Gonna Be (500 Miles),The Proclaimers,0.851,0.551,4,-5.177,1,0.0396,0.151,0,0.0827,0.807,131.922,219467,4,1988,
3476,"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.681,0.716,0,-10.911,1,0.0333,0.0182,0.17,0.337,0.963,123.009,256493,4,1976,
3477,Cuz I Love You,Lizzo,0.566,0.66,1,-4.039,1,0.0479,0.0156,0,0.234,0.52,162.159,179979,3,2019,
3478,Crawl!,IDLES,0.467,0.882,9,-5.376,0,0.152,0.00208,0.921,0.564,0.277,76.986,260520,4,2021,
3479,High Enough,K.Flay,0.606,0.62,0,-5.005,1,0.0298,0.0301,0.0916,0.167,0.543,88.984,231600,4,2017,
3480,Shameless,Denis First,0.744,0.806,9,-4.063,1,0.0436,0.0475,1.99E-05,0.136,0.612,107.029,165981,4,2018,
3481,Looking Back,m.sorlii,0.722,0.351,7,-11.85,1,0.0424,0.62,0.821,0.108,0.367,130.04,148615,4,2022,
